,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8
2021-06-17 15:20:00,2.3209999999999997,0.502,0.204,0.306,1.005,0.494,3.478,0.664
2021-06-17 15:30:00,2.3209999999999997,0.501,0.204,0.306,1.006,0.495,3.4789999999999996,0.664
2021-06-17 15:40:00,2.322,0.502,0.205,0.307,1.006,0.494,3.48,0.6629999999999999
2021-06-17 16:00:00,2.3209999999999997,0.503,0.204,0.305,1.005,0.495,3.4789999999999996,0.662
2021-06-17 16:10:00,2.32,0.502,0.201,0.307,1.004,0.494,3.478,0.6609999999999999
2021-06-17 16:20:00,2.32,0.501,0.201,0.306,1.004,0.493,3.478,0.66
2021-06-17 16:30:00,2.32,0.501,0.2,0.306,1.003,0.494,3.478,0.66
2021-06-17 16:40:00,2.32,0.502,0.20199999999999999,0.307,1.005,0.494,3.478,0.662
2021-06-17 16:50:00,2.3209999999999997,0.502,0.203,0.309,1.005,0.495,3.4789999999999996,0.662
2021-06-17 17:00:00,2.3209999999999997,0.498,0.20199999999999999,0.31,1.005,0.496,3.4810000000000003,0.662
2021-06-17 17:10:00,2.324,0.49700000000000005,0.204,0.311,1.006,0.498,3.48,0.6629999999999999
2021-06-17 17:20:00,2.325,0.498,0.207,0.314,1.008,0.499,3.483,0.665
2021-06-17 17:30:00,2.326,0.498,0.207,0.315,1.01,0.5,3.484,0.6659999999999999
2021-06-17 17:40:00,2.3280000000000003,0.499,0.207,0.317,1.01,0.502,3.485,0.6659999999999999
2021-06-17 17:50:00,2.329,0.498,0.209,0.317,1.011,0.503,3.486,0.667
2021-06-17 18:00:00,2.329,0.499,0.207,0.318,1.011,0.503,3.485,0.667
2021-06-17 18:10:00,2.332,0.5,0.20800000000000002,0.32,1.012,0.504,3.486,0.667
2021-06-17 18:20:00,2.332,0.5,0.20800000000000002,0.322,1.014,0.505,3.489,0.6679999999999999
2021-06-17 18:30:00,2.333,0.501,0.209,0.322,1.015,0.506,3.49,0.669
2021-06-17 18:40:00,2.335,0.502,0.21,0.32299999999999995,1.015,0.504,3.489,0.6679999999999999
2021-06-17 18:50:00,2.335,0.502,0.21,0.32299999999999995,1.015,0.504,3.489,0.669
2021-06-17 19:00:00,2.338,0.504,0.21100000000000002,0.324,1.016,0.505,3.49,0.67
2021-06-17 19:10:00,2.338,0.506,0.212,0.324,1.0170000000000001,0.507,3.49,0.6709999999999999
2021-06-17 19:20:00,2.339,0.506,0.215,0.326,1.0170000000000001,0.509,3.4930000000000003,0.6709999999999999
2021-06-17 19:30:00,2.338,0.507,0.21600000000000003,0.327,1.02,0.51,3.4939999999999998,0.672
2021-06-17 19:40:00,2.339,0.507,0.215,0.32799999999999996,1.02,0.51,3.4960000000000004,0.672
2021-06-17 19:50:00,2.3409999999999997,0.509,0.215,0.33,1.021,0.513,3.4960000000000004,0.674
2021-06-17 20:00:00,2.342,0.51,0.218,0.331,1.023,0.516,3.497,0.675
2021-06-17 20:10:00,2.346,0.51,0.21899999999999997,0.33299999999999996,1.024,0.517,3.4989999999999997,0.675
2021-06-17 20:20:00,2.3480000000000003,0.512,0.221,0.33399999999999996,1.025,0.517,3.5010000000000003,0.6759999999999999
2021-06-17 20:30:00,2.3480000000000003,0.513,0.222,0.335,1.028,0.519,3.502,0.6779999999999999
2021-06-17 20:40:00,2.349,0.516,0.222,0.337,1.0290000000000001,0.52,3.502,0.6779999999999999
2021-06-17 20:50:00,2.35,0.515,0.223,0.337,1.03,0.521,3.503,0.68
2021-06-17 21:00:00,2.351,0.516,0.22399999999999998,0.33799999999999997,1.031,0.521,3.5039999999999996,0.68
2021-06-17 21:10:00,2.352,0.516,0.22399999999999998,0.33799999999999997,1.031,0.522,3.5039999999999996,0.68
2021-06-17 21:20:00,2.353,0.516,0.225,0.34,1.033,0.524,3.505,0.6809999999999999
2021-06-17 21:30:00,2.353,0.517,0.22699999999999998,0.34,1.033,0.524,3.5060000000000002,0.6809999999999999
2021-06-17 21:40:00,2.354,0.517,0.22699999999999998,0.341,1.034,0.527,3.508,0.682
2021-06-17 21:50:00,2.355,0.517,0.22899999999999998,0.34299999999999997,1.035,0.527,3.509,0.684
2021-06-17 22:00:00,2.356,0.519,0.228,0.344,1.036,0.526,3.51,0.684
2021-06-17 22:10:00,2.3569999999999998,0.519,0.22699999999999998,0.34299999999999997,1.035,0.525,3.508,0.6829999999999999
2021-06-17 22:20:00,2.356,0.519,0.228,0.34299999999999997,1.034,0.527,3.508,0.684
2021-06-17 22:30:00,2.359,0.518,0.22699999999999998,0.34299999999999997,1.034,0.526,3.5069999999999997,0.6829999999999999
2021-06-17 22:40:00,2.356,0.518,0.225,0.342,1.034,0.526,3.508,0.6829999999999999
2021-06-17 22:50:00,2.355,0.518,0.22699999999999998,0.34299999999999997,1.034,0.526,3.5069999999999997,0.6829999999999999
2021-06-17 23:00:00,2.354,0.518,0.226,0.341,1.034,0.526,3.5069999999999997,0.682
2021-06-17 23:10:00,2.353,0.517,0.225,0.342,1.033,0.526,3.5069999999999997,0.6809999999999999
2021-06-17 23:20:00,2.353,0.517,0.225,0.341,1.034,0.525,3.5069999999999997,0.6809999999999999
2021-06-17 23:30:00,2.352,0.516,0.22399999999999998,0.34,1.033,0.524,3.5060000000000002,0.68
2021-06-17 23:40:00,2.352,0.515,0.221,0.337,1.031,0.523,3.5039999999999996,0.6779999999999999
2021-06-17 23:50:00,2.351,0.515,0.221,0.337,1.03,0.522,3.5039999999999996,0.6779999999999999
2021-06-18 00:00:00,2.351,0.514,0.22,0.336,1.03,0.522,3.503,0.677
2021-06-18 00:10:00,2.351,0.514,0.21899999999999997,0.337,1.03,0.521,3.502,0.677
2021-06-18 00:20:00,2.351,0.512,0.218,0.337,1.0290000000000001,0.521,3.503,0.675
2021-06-18 00:30:00,2.351,0.512,0.218,0.336,1.0290000000000001,0.521,3.502,0.675
2021-06-18 00:40:00,2.35,0.512,0.218,0.33399999999999996,1.028,0.522,3.502,0.675
2021-06-18 00:50:00,2.35,0.511,0.21600000000000003,0.33399999999999996,1.028,0.521,3.5010000000000003,0.6729999999999999
2021-06-18 01:00:00,2.349,0.512,0.217,0.33399999999999996,1.028,0.52,3.502,0.6729999999999999
2021-06-18 01:10:00,2.35,0.511,0.215,0.33399999999999996,1.028,0.52,3.502,0.6729999999999999
2021-06-18 01:20:00,2.349,0.511,0.21600000000000003,0.33399999999999996,1.0270000000000001,0.52,3.5010000000000003,0.6729999999999999
2021-06-18 01:30:00,2.35,0.511,0.215,0.33399999999999996,1.026,0.52,3.5010000000000003,0.6709999999999999
2021-06-18 01:40:00,2.349,0.51,0.21600000000000003,0.33299999999999996,1.026,0.519,3.5010000000000003,0.6709999999999999
2021-06-18 01:50:00,2.349,0.511,0.214,0.33299999999999996,1.0270000000000001,0.52,3.5,0.6709999999999999
2021-06-18 02:00:00,2.349,0.511,0.21600000000000003,0.33299999999999996,1.0270000000000001,0.52,3.5010000000000003,0.6709999999999999
2021-06-18 02:10:00,2.349,0.511,0.215,0.33299999999999996,1.0270000000000001,0.52,3.5,0.6709999999999999
2021-06-18 02:20:00,2.35,0.512,0.214,0.332,1.026,0.519,3.5,0.6709999999999999
2021-06-18 02:30:00,2.35,0.511,0.214,0.331,1.025,0.519,3.4989999999999997,0.6709999999999999
2021-06-18 02:40:00,2.351,0.51,0.213,0.32899999999999996,1.025,0.519,3.4989999999999997,0.669
2021-06-18 02:50:00,2.351,0.508,0.21100000000000002,0.32899999999999996,1.025,0.518,3.497,0.669
2021-06-18 03:00:00,2.351,0.508,0.21100000000000002,0.327,1.023,0.518,3.497,0.667
2021-06-18 03:10:00,2.35,0.508,0.21,0.327,1.022,0.516,3.497,0.6659999999999999
2021-06-18 03:20:00,2.35,0.507,0.21,0.327,1.022,0.517,3.4960000000000004,0.6659999999999999
2021-06-18 03:30:00,2.35,0.507,0.21100000000000002,0.326,1.022,0.517,3.495,0.6659999999999999
2021-06-18 03:40:00,2.351,0.506,0.20800000000000002,0.325,1.022,0.516,3.4960000000000004,0.6629999999999999
2021-06-18 03:50:00,2.351,0.506,0.20800000000000002,0.326,1.021,0.518,3.4960000000000004,0.6629999999999999
2021-06-18 04:00:00,2.352,0.506,0.21,0.327,1.022,0.518,3.497,0.6629999999999999
2021-06-18 04:10:00,2.353,0.508,0.213,0.327,1.024,0.519,3.4960000000000004,0.665
2021-06-18 04:20:00,2.353,0.509,0.218,0.32799999999999996,1.024,0.519,3.497,0.6659999999999999
2021-06-18 04:30:00,2.353,0.508,0.223,0.32799999999999996,1.024,0.519,3.4989999999999997,0.667
2021-06-18 04:40:00,2.353,0.51,0.23,0.32899999999999996,1.026,0.52,3.4989999999999997,0.667
2021-06-18 04:50:00,2.353,0.512,0.23600000000000002,0.32899999999999996,1.026,0.52,3.4989999999999997,0.6659999999999999
2021-06-18 05:00:00,2.354,0.513,0.243,0.32899999999999996,1.026,0.521,3.5,0.667
2021-06-18 05:10:00,2.355,0.513,0.25,0.33,1.026,0.523,3.5010000000000003,0.667
2021-06-18 05:20:00,2.356,0.513,0.257,0.32899999999999996,1.0290000000000001,0.523,3.502,0.669
2021-06-18 05:30:00,2.3569999999999998,0.514,0.262,0.33,1.0290000000000001,0.524,3.502,0.667
2021-06-18 05:40:00,2.359,0.516,0.265,0.331,1.0290000000000001,0.526,3.502,0.6679999999999999
2021-06-18 05:50:00,2.359,0.516,0.26899999999999996,0.332,1.03,0.528,3.5039999999999996,0.67
2021-06-18 06:00:00,2.359,0.516,0.271,0.33299999999999996,1.032,0.529,3.505,0.67
2021-06-18 06:10:00,2.36,0.518,0.273,0.33399999999999996,1.031,0.532,3.5060000000000002,0.6709999999999999
2021-06-18 06:20:00,2.3609999999999998,0.519,0.275,0.335,1.034,0.5329999999999999,3.508,0.672
2021-06-18 06:30:00,2.363,0.523,0.276,0.337,1.036,0.5329999999999999,3.51,0.674
2021-06-18 06:40:00,2.364,0.524,0.27699999999999997,0.33799999999999997,1.038,0.534,3.511,0.6759999999999999
2021-06-18 06:50:00,2.366,0.525,0.27699999999999997,0.33799999999999997,1.0390000000000001,0.536,3.511,0.677
2021-06-18 07:00:00,2.367,0.527,0.278,0.34,1.041,0.537,3.514,0.6779999999999999
2021-06-18 07:10:00,2.369,0.528,0.27899999999999997,0.342,1.042,0.539,3.515,0.679
2021-06-18 07:20:00,2.37,0.529,0.278,0.34299999999999997,1.044,0.542,3.517,0.6809999999999999
2021-06-18 07:30:00,2.37,0.531,0.27699999999999997,0.344,1.044,0.5429999999999999,3.5189999999999997,0.6829999999999999
2021-06-18 07:40:00,2.371,0.532,0.276,0.34600000000000003,1.046,0.5429999999999999,3.5180000000000002,0.6829999999999999
2021-06-18 07:50:00,2.372,0.534,0.273,0.345,1.047,0.544,3.5189999999999997,0.6829999999999999
2021-06-18 08:00:00,2.372,0.534,0.273,0.34600000000000003,1.047,0.546,3.5189999999999997,0.684
2021-06-18 08:10:00,2.373,0.535,0.271,0.348,1.048,0.546,3.522,0.684
2021-06-18 08:20:00,2.375,0.536,0.272,0.35,1.0490000000000002,0.5489999999999999,3.523,0.685
2021-06-18 08:30:00,2.375,0.5379999999999999,0.27,0.35,1.051,0.547,3.523,0.687
2021-06-18 08:40:00,2.376,0.539,0.26899999999999996,0.35100000000000003,1.053,0.5479999999999999,3.5239999999999996,0.688
2021-06-18 08:50:00,2.377,0.541,0.268,0.35100000000000003,1.054,0.5489999999999999,3.5239999999999996,0.688
2021-06-18 09:00:00,2.379,0.54,0.265,0.35,1.054,0.55,3.5239999999999996,0.687
2021-06-18 09:10:00,2.379,0.541,0.264,0.35100000000000003,1.054,0.55,3.5260000000000002,0.687
2021-06-18 09:20:00,2.379,0.542,0.263,0.35200000000000004,1.054,0.55,3.5260000000000002,0.69
2021-06-18 09:30:00,2.378,0.542,0.262,0.35200000000000004,1.056,0.55,3.5269999999999997,0.69
2021-06-18 09:40:00,2.378,0.5429999999999999,0.259,0.349,1.054,0.5479999999999999,3.5239999999999996,0.688
2021-06-18 09:50:00,2.377,0.541,0.257,0.34700000000000003,1.053,0.546,3.5239999999999996,0.687
2021-06-18 10:00:00,2.376,0.54,0.254,0.34600000000000003,1.052,0.545,3.523,0.685
2021-06-18 10:10:00,2.375,0.539,0.251,0.345,1.051,0.544,3.5210000000000004,0.6829999999999999
2021-06-18 10:20:00,2.374,0.537,0.248,0.344,1.05,0.5429999999999999,3.52,0.6829999999999999
2021-06-18 11:30:00,2.363,0.524,0.22899999999999998,0.327,1.038,0.534,3.508,0.667
2021-06-18 15:30:00,2.336,0.494,0.185,0.287,1.004,0.494,3.4739999999999998,0.634
2021-06-18 15:40:00,2.336,0.494,0.184,0.28600000000000003,1.003,0.493,3.4739999999999998,0.635
2021-06-18 15:50:00,2.3369999999999997,0.49700000000000005,0.184,0.287,1.004,0.49200000000000005,3.4730000000000003,0.635
2021-06-18 16:00:00,2.34,0.49700000000000005,0.184,0.28600000000000003,1.004,0.491,3.472,0.635
2021-06-18 16:10:00,2.34,0.496,0.183,0.28600000000000003,1.003,0.491,3.4730000000000003,0.634
2021-06-18 16:20:00,2.34,0.49700000000000005,0.184,0.287,1.003,0.493,3.4739999999999998,0.634
2021-06-18 16:30:00,2.34,0.499,0.18600000000000003,0.28800000000000003,1.005,0.49200000000000005,3.4739999999999998,0.635
2021-06-18 16:40:00,2.3409999999999997,0.499,0.187,0.289,1.006,0.493,3.475,0.636
2021-06-18 16:50:00,2.3409999999999997,0.498,0.18600000000000003,0.289,1.005,0.493,3.4760000000000004,0.636
2021-06-18 17:00:00,2.3409999999999997,0.495,0.18899999999999997,0.289,1.006,0.494,3.475,0.636
2021-06-18 17:10:00,2.343,0.49200000000000005,0.18600000000000003,0.29,1.006,0.494,3.475,0.635
2021-06-18 17:20:00,2.344,0.49200000000000005,0.18899999999999997,0.29100000000000004,1.0070000000000001,0.495,3.477,0.636
2021-06-18 17:30:00,2.344,0.494,0.191,0.292,1.01,0.496,3.478,0.638
2021-06-18 17:40:00,2.345,0.495,0.19,0.293,1.011,0.496,3.4789999999999996,0.6409999999999999
2021-06-18 17:50:00,2.347,0.496,0.192,0.294,1.012,0.499,3.4789999999999996,0.6409999999999999
2021-06-18 18:00:00,2.3480000000000003,0.496,0.192,0.29600000000000004,1.014,0.5,3.4819999999999998,0.642
2021-06-18 18:10:00,2.349,0.498,0.195,0.299,1.015,0.501,3.483,0.642
2021-06-18 18:20:00,2.349,0.499,0.196,0.301,1.016,0.502,3.484,0.643
2021-06-18 18:30:00,2.351,0.5,0.196,0.301,1.0170000000000001,0.503,3.484,0.645
2021-06-18 18:40:00,2.352,0.502,0.19699999999999998,0.304,1.0190000000000001,0.505,3.486,0.6459999999999999
2021-06-18 18:50:00,2.353,0.503,0.198,0.304,1.02,0.506,3.488,0.647
2021-06-18 19:00:00,2.355,0.504,0.2,0.306,1.02,0.507,3.489,0.647
2021-06-18 19:10:00,2.355,0.504,0.20199999999999999,0.307,1.022,0.511,3.489,0.647
2021-06-18 19:20:00,2.358,0.506,0.201,0.311,1.023,0.511,3.492,0.648
2021-06-18 19:30:00,2.359,0.508,0.204,0.311,1.025,0.514,3.4930000000000003,0.65
2021-06-18 19:40:00,2.36,0.51,0.205,0.313,1.026,0.515,3.4960000000000004,0.6509999999999999
2021-06-18 19:50:00,2.3609999999999998,0.512,0.207,0.314,1.0270000000000001,0.517,3.497,0.654
2021-06-18 20:00:00,2.363,0.512,0.209,0.317,1.0290000000000001,0.519,3.498,0.655
2021-06-18 20:10:00,2.364,0.512,0.20800000000000002,0.318,1.0290000000000001,0.518,3.498,0.655
2021-06-18 20:20:00,2.364,0.514,0.209,0.319,1.03,0.52,3.5,0.6579999999999999
2021-06-18 20:30:00,2.365,0.515,0.21100000000000002,0.321,1.032,0.521,3.5010000000000003,0.6579999999999999
2021-06-18 20:40:00,2.364,0.515,0.21100000000000002,0.321,1.032,0.521,3.5010000000000003,0.659
2021-06-18 20:50:00,2.365,0.516,0.214,0.321,1.032,0.523,3.502,0.6579999999999999
2021-06-18 21:00:00,2.366,0.516,0.212,0.322,1.034,0.524,3.503,0.6579999999999999
2021-06-18 21:10:00,2.366,0.517,0.214,0.322,1.034,0.525,3.503,0.659
2021-06-18 21:20:00,2.367,0.517,0.214,0.322,1.034,0.525,3.503,0.66
2021-06-18 21:30:00,2.3680000000000003,0.518,0.215,0.32299999999999995,1.034,0.527,3.505,0.66
2021-06-18 21:40:00,2.369,0.518,0.215,0.32299999999999995,1.035,0.525,3.505,0.6609999999999999
2021-06-18 21:50:00,2.369,0.519,0.212,0.322,1.035,0.525,3.505,0.66
2021-06-18 22:00:00,2.3680000000000003,0.518,0.215,0.324,1.037,0.526,3.5060000000000002,0.662
2021-06-18 22:10:00,2.3680000000000003,0.519,0.21600000000000003,0.324,1.037,0.528,3.5069999999999997,0.659
2021-06-18 22:20:00,2.371,0.52,0.217,0.326,1.038,0.53,3.5069999999999997,0.662
2021-06-18 22:30:00,2.371,0.521,0.21899999999999997,0.327,1.0390000000000001,0.529,3.508,0.662
2021-06-18 22:40:00,2.372,0.522,0.218,0.327,1.04,0.531,3.51,0.6629999999999999
2021-06-18 22:50:00,2.371,0.522,0.218,0.327,1.0390000000000001,0.531,3.51,0.6629999999999999
2021-06-18 23:00:00,2.372,0.523,0.218,0.32799999999999996,1.04,0.532,3.51,0.662
2021-06-18 23:10:00,2.372,0.522,0.217,0.327,1.041,0.53,3.509,0.662
2021-06-18 23:20:00,2.371,0.522,0.217,0.325,1.0390000000000001,0.531,3.509,0.662
2021-06-18 23:30:00,2.371,0.521,0.217,0.327,1.04,0.532,3.509,0.662
2021-06-18 23:40:00,2.372,0.522,0.21899999999999997,0.32799999999999996,1.041,0.532,3.511,0.6629999999999999
2021-06-18 23:50:00,2.373,0.525,0.221,0.32899999999999996,1.042,0.532,3.512,0.665
2021-06-19 00:00:00,2.374,0.525,0.217,0.33,1.043,0.5329999999999999,3.513,0.665
2021-06-19 00:10:00,2.375,0.525,0.221,0.33,1.043,0.532,3.511,0.664
2021-06-19 00:20:00,2.374,0.525,0.22,0.33,1.043,0.534,3.514,0.664
2021-06-19 00:30:00,2.375,0.524,0.221,0.32899999999999996,1.043,0.534,3.511,0.6629999999999999
2021-06-19 00:40:00,2.374,0.524,0.21899999999999997,0.32799999999999996,1.043,0.5329999999999999,3.514,0.6629999999999999
2021-06-19 00:50:00,2.375,0.525,0.22,0.32899999999999996,1.043,0.5329999999999999,3.513,0.6629999999999999
2021-06-19 01:00:00,2.373,0.524,0.21899999999999997,0.32799999999999996,1.043,0.5329999999999999,3.514,0.6629999999999999
2021-06-19 01:10:00,2.375,0.525,0.21899999999999997,0.32899999999999996,1.044,0.534,3.512,0.665
2021-06-19 01:20:00,2.375,0.525,0.222,0.33,1.044,0.534,3.513,0.664
2021-06-19 01:30:00,2.375,0.526,0.218,0.33,1.044,0.536,3.513,0.665
2021-06-19 01:40:00,2.376,0.526,0.221,0.33,1.044,0.536,3.515,0.664
2021-06-19 01:50:00,2.376,0.525,0.221,0.33,1.045,0.537,3.514,0.664
2021-06-19 02:00:00,2.376,0.527,0.222,0.33,1.045,0.536,3.515,0.665
2021-06-19 02:10:00,2.376,0.528,0.221,0.331,1.045,0.537,3.514,0.664
2021-06-19 02:20:00,2.377,0.528,0.222,0.331,1.045,0.537,3.515,0.6629999999999999
2021-06-19 02:30:00,2.377,0.527,0.221,0.331,1.047,0.5379999999999999,3.515,0.664
2021-06-19 02:40:00,2.377,0.528,0.222,0.331,1.047,0.5379999999999999,3.515,0.6629999999999999
2021-06-19 02:50:00,2.376,0.526,0.221,0.331,1.046,0.5379999999999999,3.515,0.664
2021-06-19 03:00:00,2.376,0.526,0.21899999999999997,0.331,1.046,0.537,3.514,0.664
2021-06-19 03:10:00,2.376,0.526,0.221,0.33,1.045,0.537,3.514,0.6629999999999999
2021-06-19 03:20:00,2.376,0.525,0.222,0.32899999999999996,1.045,0.537,3.513,0.662
2021-06-19 03:30:00,2.375,0.526,0.222,0.32899999999999996,1.044,0.537,3.515,0.664
2021-06-19 03:40:00,2.375,0.526,0.221,0.32899999999999996,1.045,0.536,3.514,0.6629999999999999
2021-06-19 03:50:00,2.375,0.525,0.221,0.32899999999999996,1.045,0.537,3.515,0.6629999999999999
2021-06-19 04:00:00,2.377,0.527,0.221,0.32899999999999996,1.046,0.5379999999999999,3.515,0.6629999999999999
2021-06-19 04:10:00,2.379,0.528,0.22399999999999998,0.331,1.048,0.539,3.515,0.664
2021-06-19 04:20:00,2.379,0.529,0.223,0.331,1.048,0.5379999999999999,3.517,0.665
2021-06-19 04:30:00,2.378,0.53,0.225,0.332,1.0490000000000002,0.541,3.517,0.6659999999999999
2021-06-19 04:40:00,2.378,0.529,0.225,0.331,1.047,0.542,3.517,0.665
2021-06-19 04:50:00,2.377,0.53,0.23,0.331,1.048,0.5429999999999999,3.516,0.665
2021-06-19 05:00:00,2.38,0.532,0.23600000000000002,0.33299999999999996,1.051,0.5429999999999999,3.5180000000000002,0.667
2021-06-19 05:10:00,2.38,0.532,0.239,0.33299999999999996,1.052,0.544,3.52,0.667
2021-06-19 05:20:00,2.38,0.532,0.244,0.33399999999999996,1.052,0.544,3.5189999999999997,0.667
2021-06-19 05:30:00,2.38,0.532,0.25,0.33299999999999996,1.052,0.545,3.52,0.667
2021-06-19 05:40:00,2.3819999999999997,0.532,0.254,0.33399999999999996,1.052,0.545,3.52,0.6659999999999999
2021-06-19 05:50:00,2.3819999999999997,0.5329999999999999,0.259,0.33399999999999996,1.052,0.547,3.52,0.667
2021-06-19 06:00:00,2.3819999999999997,0.534,0.265,0.335,1.053,0.547,3.523,0.6679999999999999
2021-06-19 06:10:00,2.384,0.535,0.26899999999999996,0.335,1.053,0.5489999999999999,3.522,0.667
2021-06-19 06:20:00,2.385,0.537,0.275,0.336,1.055,0.5489999999999999,3.523,0.67
2021-06-19 06:30:00,2.385,0.5379999999999999,0.278,0.33799999999999997,1.056,0.55,3.525,0.6679999999999999
2021-06-19 06:40:00,2.386,0.5379999999999999,0.281,0.33799999999999997,1.056,0.5539999999999999,3.525,0.67
2021-06-19 06:50:00,2.386,0.54,0.28300000000000003,0.33899999999999997,1.057,0.555,3.5269999999999997,0.6709999999999999
2021-06-19 07:00:00,2.387,0.54,0.28600000000000003,0.34,1.058,0.555,3.5269999999999997,0.672
2021-06-19 07:10:00,2.388,0.542,0.28600000000000003,0.341,1.0590000000000002,0.555,3.528,0.6709999999999999
2021-06-19 07:20:00,2.39,0.542,0.28800000000000003,0.341,1.06,0.5539999999999999,3.529,0.6709999999999999
2021-06-19 07:30:00,2.39,0.544,0.28800000000000003,0.341,1.061,0.5539999999999999,3.528,0.6729999999999999
2021-06-19 07:40:00,2.39,0.544,0.28800000000000003,0.342,1.061,0.556,3.531,0.6729999999999999
2021-06-19 07:50:00,2.391,0.545,0.28800000000000003,0.34299999999999997,1.062,0.555,3.531,0.6759999999999999
2021-06-19 08:00:00,2.392,0.545,0.287,0.34299999999999997,1.064,0.557,3.531,0.6759999999999999
2021-06-19 08:10:00,2.392,0.546,0.28600000000000003,0.34299999999999997,1.063,0.5579999999999999,3.533,0.6759999999999999
2021-06-19 08:20:00,2.392,0.547,0.285,0.34299999999999997,1.064,0.5579999999999999,3.533,0.6779999999999999
2021-06-19 08:30:00,2.394,0.5479999999999999,0.284,0.34299999999999997,1.064,0.56,3.532,0.6779999999999999
2021-06-19 08:40:00,2.394,0.55,0.28300000000000003,0.344,1.0659999999999998,0.561,3.535,0.679
2021-06-19 08:50:00,2.395,0.55,0.282,0.344,1.0659999999999998,0.56,3.535,0.6779999999999999
2021-06-19 09:00:00,2.396,0.55,0.28,0.344,1.0659999999999998,0.56,3.535,0.679
2021-06-19 09:10:00,2.395,0.551,0.27899999999999997,0.344,1.0659999999999998,0.561,3.535,0.6779999999999999
2021-06-19 09:20:00,2.394,0.55,0.276,0.342,1.064,0.5589999999999999,3.534,0.677
2021-06-19 09:30:00,2.394,0.5489999999999999,0.273,0.341,1.063,0.5579999999999999,3.533,0.6759999999999999
2021-06-19 09:40:00,2.392,0.55,0.27,0.34,1.063,0.557,3.533,0.675
2021-06-19 09:50:00,2.392,0.55,0.268,0.33899999999999997,1.063,0.5579999999999999,3.532,0.6759999999999999
2021-06-19 10:00:00,2.3930000000000002,0.5489999999999999,0.266,0.34,1.065,0.557,3.533,0.675
2021-06-19 10:10:00,2.392,0.5489999999999999,0.264,0.33799999999999997,1.063,0.557,3.532,0.674
2021-06-19 10:20:00,2.391,0.5479999999999999,0.26,0.337,1.063,0.5539999999999999,3.53,0.6729999999999999
2021-06-19 10:30:00,2.39,0.5479999999999999,0.259,0.335,1.061,0.5529999999999999,3.528,0.672
2021-06-19 10:40:00,2.387,0.546,0.254,0.33299999999999996,1.0590000000000002,0.552,3.5269999999999997,0.6709999999999999
2021-06-19 10:50:00,2.384,0.5429999999999999,0.252,0.331,1.057,0.551,3.5260000000000002,0.67
2021-06-19 11:00:00,2.383,0.542,0.248,0.33,1.057,0.5489999999999999,3.525,0.667
2021-06-19 11:10:00,2.383,0.541,0.248,0.327,1.056,0.547,3.523,0.6659999999999999
2021-06-19 11:20:00,2.3819999999999997,0.54,0.243,0.324,1.053,0.545,3.5210000000000004,0.665
2021-06-19 11:30:00,2.379,0.536,0.237,0.321,1.05,0.5429999999999999,3.5180000000000002,0.6609999999999999
2021-06-19 11:40:00,2.376,0.535,0.237,0.318,1.0490000000000002,0.541,3.5180000000000002,0.6609999999999999
2021-06-19 11:50:00,2.375,0.5329999999999999,0.23199999999999998,0.313,1.048,0.5379999999999999,3.514,0.657
2021-06-19 12:00:00,2.372,0.531,0.22899999999999998,0.311,1.045,0.537,3.511,0.655
2021-06-19 12:10:00,2.37,0.529,0.228,0.308,1.043,0.5329999999999999,3.5069999999999997,0.6509999999999999
2021-06-19 12:20:00,2.367,0.531,0.222,0.303,1.0390000000000001,0.532,3.505,0.65
2021-06-19 12:30:00,2.363,0.53,0.22,0.3,1.036,0.53,3.502,0.6459999999999999
2021-06-19 12:40:00,2.3609999999999998,0.527,0.21600000000000003,0.298,1.033,0.526,3.5010000000000003,0.643
2021-06-19 12:50:00,2.359,0.526,0.21100000000000002,0.293,1.031,0.524,3.5,0.64
2021-06-19 13:00:00,2.3569999999999998,0.524,0.21,0.289,1.0290000000000001,0.52,3.4960000000000004,0.637
2021-06-19 13:10:00,2.355,0.522,0.20600000000000002,0.28600000000000003,1.0270000000000001,0.516,3.4939999999999998,0.635
2021-06-19 13:20:00,2.353,0.519,0.203,0.284,1.024,0.515,3.49,0.634
2021-06-19 13:30:00,2.351,0.516,0.201,0.282,1.021,0.514,3.488,0.631
2021-06-19 13:40:00,2.349,0.515,0.19899999999999998,0.281,1.02,0.512,3.488,0.63
2021-06-19 13:50:00,2.347,0.515,0.196,0.27899999999999997,1.0190000000000001,0.511,3.485,0.629
2021-06-19 14:00:00,2.346,0.509,0.196,0.278,1.018,0.51,3.484,0.627
2021-06-19 14:10:00,2.346,0.503,0.196,0.27899999999999997,1.018,0.508,3.485,0.628
2021-06-19 14:20:00,2.345,0.503,0.195,0.27699999999999997,1.0170000000000001,0.507,3.484,0.628
2021-06-19 14:30:00,2.344,0.503,0.19399999999999998,0.276,1.016,0.508,3.484,0.626
2021-06-19 14:40:00,2.344,0.503,0.193,0.27699999999999997,1.016,0.507,3.483,0.626
2021-06-19 14:50:00,2.344,0.504,0.193,0.276,1.016,0.505,3.484,0.625
2021-06-19 15:00:00,2.344,0.506,0.19399999999999998,0.276,1.016,0.506,3.4819999999999998,0.624
2021-06-19 15:10:00,2.344,0.505,0.19399999999999998,0.27699999999999997,1.016,0.507,3.483,0.625
